prob_cancel,actual,risk_segment,recommended_action
0.25992018,0,✅ Safe,Tidak ada tindakan
0.26066673,0,✅ Safe,Tidak ada tindakan
0.29479548,0,✅ Safe,Tidak ada tindakan
0.7359696,1,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.25091082,0,✅ Safe,Tidak ada tindakan
0.27248666,0,✅ Safe,Tidak ada tindakan
0.5702972,0,⚠️ Low Risk,Kirim reminder email
0.82383454,0,⚠️ High Risk,Minta deposit 100%
0.74757725,1,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.67992306,0,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.25992018,0,✅ Safe,Tidak ada tindakan
0.8747759,1,⚠️ High Risk,Minta deposit 100%
0.25450757,0,✅ Safe,Tidak ada tindakan
0.69662213,0,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.56812,0,⚠️ Low Risk,Kirim reminder email
0.25992018,0,✅ Safe,Tidak ada tindakan
0.78465927,1,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.7548784,1,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.58293444,0,⚠️ Low Risk,Kirim reminder email
0.27248666,0,✅ Safe,Tidak ada tindakan
0.75293344,1,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.67708045,1,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.26743466,0,✅ Safe,Tidak ada tindakan
0.6863616,0,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.55071455,1,⚠️ Low Risk,Kirim reminder email
0.53862065,0,⚠️ Low Risk,Kirim reminder email
0.6162345,1,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.26142526,0,✅ Safe,Tidak ada tindakan
0.27333337,0,✅ Safe,Tidak ada tindakan
0.6556574,0,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.31327426,0,✅ Safe,Tidak ada tindakan
0.7841572,0,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.5657212,0,⚠️ Low Risk,Kirim reminder email
0.36676404,0,✅ Safe,Tidak ada tindakan
0.5570131,1,⚠️ Low Risk,Kirim reminder email
0.45723954,0,✅ Safe,Tidak ada tindakan
0.59733224,0,⚠️ Low Risk,Kirim reminder email
0.2849098,0,✅ Safe,Tidak ada tindakan
0.872294,1,⚠️ High Risk,Minta deposit 100%
0.3111823,0,✅ Safe,Tidak ada tindakan
0.56812,0,⚠️ Low Risk,Kirim reminder email
0.5608163,0,⚠️ Low Risk,Kirim reminder email
0.6499188,1,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.67708045,1,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.6351823,0,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.76072603,1,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.26662028,0,✅ Safe,Tidak ada tindakan
0.25790715,0,✅ Safe,Tidak ada tindakan
0.8747693,1,⚠️ High Risk,Minta deposit 100%
0.57162,0,⚠️ Low Risk,Kirim reminder email
0.6056112,0,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.6157167,1,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.5608163,1,⚠️ Low Risk,Kirim reminder email
0.5782158,0,⚠️ Low Risk,Kirim reminder email
0.3316588,0,✅ Safe,Tidak ada tindakan
0.87476665,1,⚠️ High Risk,Minta deposit 100%
0.4207753,0,✅ Safe,Tidak ada tindakan
0.2703579,0,✅ Safe,Tidak ada tindakan
0.7163871,1,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.25790715,0,✅ Safe,Tidak ada tindakan
0.647885,1,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.747866,1,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.598104,1,⚠️ Low Risk,Kirim reminder email
0.3970438,0,✅ Safe,Tidak ada tindakan
0.74757725,0,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.25846305,0,✅ Safe,Tidak ada tindakan
0.2537747,0,✅ Safe,Tidak ada tindakan
0.7715093,1,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.73820585,1,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.69662213,0,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.5608163,0,⚠️ Low Risk,Kirim reminder email
0.6027252,0,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.5379864,0,⚠️ Low Risk,Kirim reminder email
0.5768497,0,⚠️ Low Risk,Kirim reminder email
0.28575772,0,✅ Safe,Tidak ada tindakan
0.76072603,1,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.25992018,0,✅ Safe,Tidak ada tindakan
0.74757725,1,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.87498146,1,⚠️ High Risk,Minta deposit 100%
0.45723954,0,✅ Safe,Tidak ada tindakan
0.6056112,1,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.26743466,0,✅ Safe,Tidak ada tindakan
0.36865386,0,✅ Safe,Tidak ada tindakan
0.25236726,0,✅ Safe,Tidak ada tindakan
0.8747693,1,⚠️ High Risk,Minta deposit 100%
0.27268463,0,✅ Safe,Tidak ada tindakan
0.3205607,0,✅ Safe,Tidak ada tindakan
0.74757725,0,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.3870124,1,✅ Safe,Tidak ada tindakan
0.8747759,1,⚠️ High Risk,Minta deposit 100%
0.5861217,0,⚠️ Low Risk,Kirim reminder email
0.24758145,0,✅ Safe,Tidak ada tindakan
0.7849435,1,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.6904844,0,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.2728785,0,✅ Safe,Tidak ada tindakan
0.868526,1,⚠️ High Risk,Minta deposit 100%
0.2627189,0,✅ Safe,Tidak ada tindakan
0.5861217,1,⚠️ Low Risk,Kirim reminder email
0.58293444,0,⚠️ Low Risk,Kirim reminder email
0.6863616,0,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.8747759,1,⚠️ High Risk,Minta deposit 100%
0.24684191,0,✅ Safe,Tidak ada tindakan
0.26959816,0,✅ Safe,Tidak ada tindakan
0.8724633,1,⚠️ High Risk,Minta deposit 100%
0.8745662,1,⚠️ High Risk,Minta deposit 100%
0.40541977,0,✅ Safe,Tidak ada tindakan
0.87251866,1,⚠️ High Risk,Minta deposit 100%
0.32283255,0,✅ Safe,Tidak ada tindakan
0.7769644,0,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.25992018,0,✅ Safe,Tidak ada tindakan
0.45723954,0,✅ Safe,Tidak ada tindakan
0.27248666,0,✅ Safe,Tidak ada tindakan
0.42368454,0,✅ Safe,Tidak ada tindakan
0.69662213,0,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.6863616,0,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.49526778,0,✅ Safe,Tidak ada tindakan
0.87251866,1,⚠️ High Risk,Minta deposit 100%
0.7107378,0,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.58384925,1,⚠️ Low Risk,Kirim reminder email
0.8747759,1,⚠️ High Risk,Minta deposit 100%
0.8747759,1,⚠️ High Risk,Minta deposit 100%
0.26066673,0,✅ Safe,Tidak ada tindakan
0.44794562,0,✅ Safe,Tidak ada tindakan
0.34785455,0,✅ Safe,Tidak ada tindakan
0.6863616,0,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.25383458,0,✅ Safe,Tidak ada tindakan
0.8708801,1,⚠️ High Risk,Minta deposit 100%
0.45723954,0,✅ Safe,Tidak ada tindakan
0.6629036,0,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.58384925,0,⚠️ Low Risk,Kirim reminder email
0.2852827,0,✅ Safe,Tidak ada tindakan
0.7566069,1,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.3107941,0,✅ Safe,Tidak ada tindakan
0.8676598,1,⚠️ High Risk,Minta deposit 100%
0.6863616,1,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.73820585,1,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.7548784,0,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.50940734,1,⚠️ Low Risk,Kirim reminder email
0.73820585,0,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.8747759,1,⚠️ High Risk,Minta deposit 100%
0.5545413,0,⚠️ Low Risk,Kirim reminder email
0.56812,0,⚠️ Low Risk,Kirim reminder email
0.87498146,1,⚠️ High Risk,Minta deposit 100%
0.87476665,1,⚠️ High Risk,Minta deposit 100%
0.27873626,0,✅ Safe,Tidak ada tindakan
0.6863616,1,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.74757725,0,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.63396543,0,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.8747759,1,⚠️ High Risk,Minta deposit 100%
0.6480063,1,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.2758647,0,✅ Safe,Tidak ada tindakan
0.7107378,0,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.24684191,0,✅ Safe,Tidak ada tindakan
0.4868199,1,✅ Safe,Tidak ada tindakan
0.2580255,0,✅ Safe,Tidak ada tindakan
0.24709804,0,✅ Safe,Tidak ada tindakan
0.4656417,0,✅ Safe,Tidak ada tindakan
0.47645912,0,✅ Safe,Tidak ada tindakan
0.73820585,0,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.8703431,1,⚠️ High Risk,Minta deposit 100%
0.6863616,1,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.8747759,1,⚠️ High Risk,Minta deposit 100%
0.44376957,0,✅ Safe,Tidak ada tindakan
0.7839516,1,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.76072603,1,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.37625,0,✅ Safe,Tidak ada tindakan
0.7769644,1,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.5277655,1,⚠️ Low Risk,Kirim reminder email
0.5570131,0,⚠️ Low Risk,Kirim reminder email
0.5265957,0,⚠️ Low Risk,Kirim reminder email
0.8745662,1,⚠️ High Risk,Minta deposit 100%
0.7769644,0,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.73820585,1,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.87251866,1,⚠️ High Risk,Minta deposit 100%
0.8696724,1,⚠️ High Risk,Minta deposit 100%
0.86612564,1,⚠️ High Risk,Minta deposit 100%
0.26264966,0,✅ Safe,Tidak ada tindakan
0.7509111,1,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.872294,1,⚠️ High Risk,Minta deposit 100%
0.8747759,1,⚠️ High Risk,Minta deposit 100%
0.58555746,0,⚠️ Low Risk,Kirim reminder email
0.255386,0,✅ Safe,Tidak ada tindakan
0.3326505,0,✅ Safe,Tidak ada tindakan
0.87251866,1,⚠️ High Risk,Minta deposit 100%
0.2989839,0,✅ Safe,Tidak ada tindakan
0.4656417,0,✅ Safe,Tidak ada tindakan
0.8747759,1,⚠️ High Risk,Minta deposit 100%
0.28804937,0,✅ Safe,Tidak ada tindakan
0.5582823,0,⚠️ Low Risk,Kirim reminder email
0.58293444,0,⚠️ Low Risk,Kirim reminder email
0.6046919,0,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.7509111,1,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.6046919,0,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.67415273,0,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.24788234,0,✅ Safe,Tidak ada tindakan
0.7574962,0,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.5265957,0,⚠️ Low Risk,Kirim reminder email
0.6348074,0,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.26743466,0,✅ Safe,Tidak ada tindakan
0.87251866,1,⚠️ High Risk,Minta deposit 100%
0.28813627,0,✅ Safe,Tidak ada tindakan
0.74757725,0,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.6562212,0,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.87498146,1,⚠️ High Risk,Minta deposit 100%
0.39395505,0,✅ Safe,Tidak ada tindakan
0.27892908,0,✅ Safe,Tidak ada tindakan
0.87487376,1,⚠️ High Risk,Minta deposit 100%
0.6394195,1,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.5608163,0,⚠️ Low Risk,Kirim reminder email
0.76072603,1,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.26310143,0,✅ Safe,Tidak ada tindakan
0.5873127,0,⚠️ Low Risk,Kirim reminder email
0.59733224,1,⚠️ Low Risk,Kirim reminder email
0.82383454,1,⚠️ High Risk,Minta deposit 100%
0.55888236,0,⚠️ Low Risk,Kirim reminder email
0.58159065,1,⚠️ Low Risk,Kirim reminder email
0.25097314,0,✅ Safe,Tidak ada tindakan
0.45723954,0,✅ Safe,Tidak ada tindakan
0.7359696,1,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.7548784,1,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.61195713,1,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.8747759,1,⚠️ High Risk,Minta deposit 100%
0.74757725,1,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.60191566,1,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.45723954,0,✅ Safe,Tidak ada tindakan
0.7574962,0,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.25710115,0,✅ Safe,Tidak ada tindakan
0.50947183,0,⚠️ Low Risk,Kirim reminder email
0.27623585,0,✅ Safe,Tidak ada tindakan
0.6562212,0,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.2532408,0,✅ Safe,Tidak ada tindakan
0.32319564,0,✅ Safe,Tidak ada tindakan
0.45230487,0,✅ Safe,Tidak ada tindakan
0.5608163,0,⚠️ Low Risk,Kirim reminder email
0.76072603,1,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.5865805,0,⚠️ Low Risk,Kirim reminder email
0.40497795,0,✅ Safe,Tidak ada tindakan
0.7566069,0,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.8747759,1,⚠️ High Risk,Minta deposit 100%
0.58173776,1,⚠️ Low Risk,Kirim reminder email
0.24709804,0,✅ Safe,Tidak ada tindakan
0.24709804,0,✅ Safe,Tidak ada tindakan
0.2475544,0,✅ Safe,Tidak ada tindakan
0.87498146,1,⚠️ High Risk,Minta deposit 100%
0.62536246,0,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.25846305,0,✅ Safe,Tidak ada tindakan
0.8748645,1,⚠️ High Risk,Minta deposit 100%
0.26408193,0,✅ Safe,Tidak ada tindakan
0.647885,0,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.61277056,0,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.31334266,0,✅ Safe,Tidak ada tindakan
0.26020232,0,✅ Safe,Tidak ada tindakan
0.5659788,0,⚠️ Low Risk,Kirim reminder email
0.392643,0,✅ Safe,Tidak ada tindakan
0.26720572,0,✅ Safe,Tidak ada tindakan
0.7566069,1,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.7769644,1,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.8747759,1,⚠️ High Risk,Minta deposit 100%
0.8747759,1,⚠️ High Risk,Minta deposit 100%
0.61706364,0,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.25262418,0,✅ Safe,Tidak ada tindakan
0.5702972,1,⚠️ Low Risk,Kirim reminder email
0.399668,0,✅ Safe,Tidak ada tindakan
0.65350825,0,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.653733,0,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.6629036,1,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.26066673,0,✅ Safe,Tidak ada tindakan
0.76072603,0,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.76809144,0,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.5973752,1,⚠️ Low Risk,Kirim reminder email
0.6005794,0,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.74757725,0,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.255386,0,✅ Safe,Tidak ada tindakan
0.74757725,0,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.76072603,1,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.74757725,1,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.6863616,1,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.74757725,1,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.8747759,1,⚠️ High Risk,Minta deposit 100%
0.2807057,0,✅ Safe,Tidak ada tindakan
0.58555746,0,⚠️ Low Risk,Kirim reminder email
0.73820585,1,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.8747759,1,⚠️ High Risk,Minta deposit 100%
0.24692555,0,✅ Safe,Tidak ada tindakan
0.2537747,0,✅ Safe,Tidak ada tindakan
0.58173776,0,⚠️ Low Risk,Kirim reminder email
0.7509111,1,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.78465927,0,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.5514957,1,⚠️ Low Risk,Kirim reminder email
0.3164315,0,✅ Safe,Tidak ada tindakan
0.76072603,0,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.87251866,1,⚠️ High Risk,Minta deposit 100%
0.45723954,0,✅ Safe,Tidak ada tindakan
0.5062734,0,⚠️ Low Risk,Kirim reminder email
0.26066673,0,✅ Safe,Tidak ada tindakan
0.51184046,0,⚠️ Low Risk,Kirim reminder email
0.50710243,0,⚠️ Low Risk,Kirim reminder email
0.2627189,0,✅ Safe,Tidak ada tindakan
0.7359696,1,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.8748645,1,⚠️ High Risk,Minta deposit 100%
0.76072603,1,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.74757725,0,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.78501475,1,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.8747759,1,⚠️ High Risk,Minta deposit 100%
0.704489,1,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.6767601,0,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.7107378,0,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.5476994,0,⚠️ Low Risk,Kirim reminder email
0.3164541,0,✅ Safe,Tidak ada tindakan
0.8747693,1,⚠️ High Risk,Minta deposit 100%
0.76072603,1,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.26066673,0,✅ Safe,Tidak ada tindakan
0.27167273,0,✅ Safe,Tidak ada tindakan
0.87498146,1,⚠️ High Risk,Minta deposit 100%
0.25097314,0,✅ Safe,Tidak ada tindakan
0.25688133,0,✅ Safe,Tidak ada tindakan
0.5531464,1,⚠️ Low Risk,Kirim reminder email
0.5492509,0,⚠️ Low Risk,Kirim reminder email
0.52189445,0,⚠️ Low Risk,Kirim reminder email
0.2627189,0,✅ Safe,Tidak ada tindakan
0.74757725,1,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.3019124,0,✅ Safe,Tidak ada tindakan
0.76072603,1,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.26640186,0,✅ Safe,Tidak ada tindakan
0.25676867,0,✅ Safe,Tidak ada tindakan
0.58173776,1,⚠️ Low Risk,Kirim reminder email
0.7566069,0,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.5608163,1,⚠️ Low Risk,Kirim reminder email
0.8747759,1,⚠️ High Risk,Minta deposit 100%
0.31703264,0,✅ Safe,Tidak ada tindakan
0.4669426,0,✅ Safe,Tidak ada tindakan
0.5669684,0,⚠️ Low Risk,Kirim reminder email
0.45723954,0,✅ Safe,Tidak ada tindakan
0.872294,1,⚠️ High Risk,Minta deposit 100%
0.64935255,0,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.3307594,0,✅ Safe,Tidak ada tindakan
0.6544055,0,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.8676598,1,⚠️ High Risk,Minta deposit 100%
0.48006126,0,✅ Safe,Tidak ada tindakan
0.24910817,0,✅ Safe,Tidak ada tindakan
0.5782158,0,⚠️ Low Risk,Kirim reminder email
0.5492509,0,⚠️ Low Risk,Kirim reminder email
0.6767601,1,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.87498146,1,⚠️ High Risk,Minta deposit 100%
0.48991358,0,✅ Safe,Tidak ada tindakan
0.2570623,0,✅ Safe,Tidak ada tindakan
0.24809723,0,✅ Safe,Tidak ada tindakan
0.8422269,1,⚠️ High Risk,Minta deposit 100%
0.8747759,1,⚠️ High Risk,Minta deposit 100%
0.27661228,0,✅ Safe,Tidak ada tindakan
0.62483084,0,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.8745662,1,⚠️ High Risk,Minta deposit 100%
0.26477522,0,✅ Safe,Tidak ada tindakan
0.5388692,0,⚠️ Low Risk,Kirim reminder email
0.6562885,0,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.26066673,0,✅ Safe,Tidak ada tindakan
0.27208734,0,✅ Safe,Tidak ada tindakan
0.8747759,1,⚠️ High Risk,Minta deposit 100%
0.5747862,0,⚠️ Low Risk,Kirim reminder email
0.67708045,0,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.6863616,0,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.2758647,0,✅ Safe,Tidak ada tindakan
0.7839516,0,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.24684191,0,✅ Safe,Tidak ada tindakan
0.6904844,0,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.69662213,0,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.647885,0,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.5561539,0,⚠️ Low Risk,Kirim reminder email
0.29963648,0,✅ Safe,Tidak ada tindakan
0.45723954,1,✅ Safe,Tidak ada tindakan
0.31756818,1,✅ Safe,Tidak ada tindakan
0.4705875,0,✅ Safe,Tidak ada tindakan
0.7574962,0,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.74560595,0,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.76809144,1,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.48991358,0,✅ Safe,Tidak ada tindakan
0.87498146,1,⚠️ High Risk,Minta deposit 100%
0.872294,1,⚠️ High Risk,Minta deposit 100%
0.31515098,0,✅ Safe,Tidak ada tindakan
0.7566069,0,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.8708801,1,⚠️ High Risk,Minta deposit 100%
0.8747759,1,⚠️ High Risk,Minta deposit 100%
0.5532588,0,⚠️ Low Risk,Kirim reminder email
0.747866,1,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.598104,1,⚠️ Low Risk,Kirim reminder email
0.6767601,0,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.74757725,1,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.5853922,0,⚠️ Low Risk,Kirim reminder email
0.28429493,0,✅ Safe,Tidak ada tindakan
0.87251866,1,⚠️ High Risk,Minta deposit 100%
0.76072603,1,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.58159065,0,⚠️ Low Risk,Kirim reminder email
0.66371995,0,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.78501475,0,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.7359696,0,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.5973752,0,⚠️ Low Risk,Kirim reminder email
0.28839242,0,✅ Safe,Tidak ada tindakan
0.7548784,1,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.58159065,0,⚠️ Low Risk,Kirim reminder email
0.598104,0,⚠️ Low Risk,Kirim reminder email
0.653733,1,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.39487523,0,✅ Safe,Tidak ada tindakan
0.54867727,0,⚠️ Low Risk,Kirim reminder email
0.76072603,1,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.4805812,0,✅ Safe,Tidak ada tindakan
0.647885,1,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.2537747,0,✅ Safe,Tidak ada tindakan
0.7548784,1,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.26477522,0,✅ Safe,Tidak ada tindakan
0.8676598,1,⚠️ High Risk,Minta deposit 100%
0.5238007,1,⚠️ Low Risk,Kirim reminder email
0.8747759,1,⚠️ High Risk,Minta deposit 100%
0.6863616,1,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.25790715,0,✅ Safe,Tidak ada tindakan
0.7373641,1,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.76674116,1,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.26266238,0,✅ Safe,Tidak ada tindakan
0.64935255,1,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.7839516,0,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.6863616,1,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.598104,0,⚠️ Low Risk,Kirim reminder email
0.77750075,1,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.36758426,0,✅ Safe,Tidak ada tindakan
0.76072603,0,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.5277655,0,⚠️ Low Risk,Kirim reminder email
0.26020232,0,✅ Safe,Tidak ada tindakan
0.5238007,0,⚠️ Low Risk,Kirim reminder email
0.2615675,0,✅ Safe,Tidak ada tindakan
0.69662213,0,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.47476223,0,✅ Safe,Tidak ada tindakan
0.73820585,1,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.747866,0,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.6499188,0,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.76072603,0,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.2852827,0,✅ Safe,Tidak ada tindakan
0.57888675,0,⚠️ Low Risk,Kirim reminder email
0.8747759,1,⚠️ High Risk,Minta deposit 100%
0.8747759,1,⚠️ High Risk,Minta deposit 100%
0.73820585,1,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.45230487,0,✅ Safe,Tidak ada tindakan
0.76616985,1,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.24658997,0,✅ Safe,Tidak ada tindakan
0.7840611,0,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.27977547,0,✅ Safe,Tidak ada tindakan
0.26310143,0,✅ Safe,Tidak ada tindakan
0.28364307,0,✅ Safe,Tidak ada tindakan
0.26794738,0,✅ Safe,Tidak ada tindakan
0.87476665,1,⚠️ High Risk,Minta deposit 100%
0.26066673,0,✅ Safe,Tidak ada tindakan
0.25973356,0,✅ Safe,Tidak ada tindakan
0.26866728,0,✅ Safe,Tidak ada tindakan
0.8747759,1,⚠️ High Risk,Minta deposit 100%
0.5839698,1,⚠️ Low Risk,Kirim reminder email
0.8747759,1,⚠️ High Risk,Minta deposit 100%
0.715077,1,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.31633705,0,✅ Safe,Tidak ada tindakan
0.23848021,0,✅ Safe,Tidak ada tindakan
0.872294,1,⚠️ High Risk,Minta deposit 100%
0.2627189,0,✅ Safe,Tidak ada tindakan
0.5608163,1,⚠️ Low Risk,Kirim reminder email
0.26776412,0,✅ Safe,Tidak ada tindakan
0.27873626,0,✅ Safe,Tidak ada tindakan
0.75293344,1,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.58632827,0,⚠️ Low Risk,Kirim reminder email
0.27248666,0,✅ Safe,Tidak ada tindakan
0.45723954,0,✅ Safe,Tidak ada tindakan
0.60191566,0,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.25383458,0,✅ Safe,Tidak ada tindakan
0.32708895,0,✅ Safe,Tidak ada tindakan
0.26830563,0,✅ Safe,Tidak ada tindakan
0.43448758,0,✅ Safe,Tidak ada tindakan
0.40553445,0,✅ Safe,Tidak ada tindakan
0.6046919,0,⚠️ Medium Risk,Tawarkan diskon non-refundable
